925.7017,adcs_monitor.mag1_vec,0.000065,0.000004,-0.000004
925.7067,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
925.7117,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
925.8667,adcs_monitor.mag1_vec,0.000065,0.000004,-0.000004
925.8717,adcs_monitor.mag2_vec,0.000012,-0.000010,-0.000012
925.8767,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.0357,adcs_monitor.mag1_vec,0.000064,0.000005,-0.000005
926.0417,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
926.0467,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.2067,adcs_monitor.mag1_vec,0.000065,0.000005,-0.000005
926.2117,adcs_monitor.mag2_vec,0.000012,-0.000010,-0.000012
926.2167,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.3767,adcs_monitor.mag1_vec,0.000064,0.000005,-0.000005
926.3817,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
926.3867,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.5467,adcs_monitor.mag1_vec,0.000065,0.000005,-0.000006
926.5517,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
926.5567,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.7167,adcs_monitor.mag1_vec,0.000065,0.000004,-0.000005
926.7217,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
926.7267,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
926.8867,adcs_monitor.mag1_vec,0.000064,0.000004,-0.000004
926.8917,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
926.8967,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
927.0567,adcs_monitor.mag1_vec,0.000065,0.000004,-0.000004
927.0617,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
927.0667,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
927.2267,adcs_monitor.mag1_vec,0.000065,0.000005,-0.000005
927.2317,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
927.2367,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
927.3967,adcs_monitor.mag1_vec,0.000065,0.000004,-0.000004
927.4017,adcs_monitor.mag2_vec,0.000012,-0.000010,-0.000012
927.4067,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
927.5667,adcs_monitor.mag1_vec,0.000065,0.000005,-0.000005
927.5717,adcs_monitor.mag2_vec,0.000012,-0.000011,-0.000012
927.5767,adcs_cmd.mtr_cmd,0.000000,0.000000,0.000000
